LogHost,logon_explicit_cred_to_cnt,logon_type_12,logon_type_frm_0,logon_type_frm_9,logon_type_frm_12,uname_other_compacnt_login_frac,uname_that_compacnt_login_frac,uname_other_compacnt_login_cnt,uname_that_compacnt_login_cnt,logon_type_0,logon_type_2,logon_type_3,logon_type_4,logon_type_5,logon_type_7,logon_type_8,logon_type_9,logon_type_10,logon_type_11,logon_type_frm_2,logon_type_frm_3,logon_type_frm_4,logon_type_frm_5,logon_type_frm_7,logon_type_frm_8,logon_type_frm_10,logon_type_frm_11,Source_cnt,UserName_cnt,DomainName_cnt,total_logins_cnt,accnt_fail_logon_cnt,total_logoff_cnt,total_user_initi_logoff_cnt,logon_explicit_cred_frm_cnt,spl_pvlgs,domain_ctr_validate_cnt,scrnsaver_invok_cnt,scrnsaver_dismiss_cnt,total_logins_src_cnt,accnt_fail_logon_src_cnt,TGT_req_src_cnt,TGS_req_src_cnt,domain_ctr_validate_src_cnt
Comp756592,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,133,0,0,23,17
Comp731540,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,4,0,1,9,0,0,0,264,0,3,21,17
Comp523537,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,0,7,0,0,0,176,0,4,22,9
Comp275145,0,0,0,0,0,0.0,0.777777778,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,7,0,4,9,0,0,0,323,0,6,23,21
Comp732353,0,0,0,0,0,0.0,0.333333333,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,4,0,1,12,0,0,0,153,0,3,30,16
Comp991393,0,0,0,0,0,0.0,0.357142857,0,5,0,0,5,0,7,2,0,0,0,0,0,0,0,0,2,0,0,0,1,4,2,14,0,7,0,3,14,0,24,24,141,0,2,33,13
Comp735174,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,58,0,0,11,0
Comp352695,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Comp239094,0,0,0,0,0,1.875,0.625,15,5,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,15,5,0,0,8,0,0,0,161,0,0,10,12
Comp092985,0,0,0,0,0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0,0,78,0,2,4,0
Comp804839,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,64,0,1,2,0
Comp251144,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,1,7,0,0,0,123,0,2,17,14
Comp600536,0,0,0,0,0,0.0,1.0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,0,0,4,0,0,0,173,0,0,18,12
Comp851851,0,0,0,0,0,0.0,0.285714286,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,4,0,0,14,0,0,0,103,0,0,15,12
Comp707919,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,0,7,0,0,0,87,0,0,11,10
Comp124535,0,0,0,0,0,0.0,0.466666667,0,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,15,0,7,0,4,16,0,0,0,165,0,4,10,24
Comp984520,0,0,0,0,0,0.0,0.25,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,3,0,1,12,0,0,0,86,0,1,10,10
Comp779993,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,1,8,0,0,0,245,0,1,23,35
Comp378108,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,5,0,1,13,0,0,0,96,0,2,18,9
Comp328458,0,0,0,0,0,0.0,0.307692308,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,4,0,0,13,0,0,0,137,0,0,22,29
Comp705852,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,0,7,0,0,0,86,0,0,18,13
Comp751081,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,20,9,0,0,0,94,0,3,24,22
Comp107130,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
Comp240880,0,0,0,0,0,0.0,0.142857143,0,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,1,4,2,7,0,3,1,2,5,0,0,0,42,0,8,43,0
Comp896172,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
Comp708236,0,0,0,0,0,0.0,0.333333333,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,4,0,1,12,0,0,0,4,0,0,0,4
Comp463349,0,0,0,0,0,0.0,0.058823529,0,5,0,0,14,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,85,0,13,0,0,86,0,0,0,421,0,9,400,0
Comp303882,0,0,0,0,0,0.0,0.5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,3,0,0,6,0,0,0,188,0,3,28,10
Comp549873,0,0,0,0,0,0.0,0.416666667,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,5,0,0,12,0,0,0,98,0,2,20,10
Comp178732,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,0,0,0,0,12,0,0,0,137,0,2,18,20
Comp757827,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,14,7,0,0,0,98,0,13,29,47
Comp604557,0,0,0,0,0,0.0,0.555555556,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,5,0,0,9,0,0,0,2137,0,0,40,27
Comp508178,0,0,0,0,0,0.0,0.040540541,0,3,0,0,74,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,2,3,1,74,0,74,0,0,74,0,0,0,122,0,0,7,58
Comp255038,0,0,0,0,0,0.0,0.022727273,0,2,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,88,0,84,0,0,3,0,0,0,209,0,2,23,20
Comp770895,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,5,0,0,0,207,0,0,31,15
Comp324304,0,0,0,0,0,0.0,0.004299226,0,5,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1163,0,1160,0,0,1157,0,0,0,87,0,3,19,9
Comp444566,0,0,0,0,0,0.0,0.285714286,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,14,0,4,0,0,14,0,0,0,233,0,0,30,146
Comp654441,0,0,0,0,0,0.0,0.166666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,1,0,0,6,0,0,0,190,0,0,2,23
Comp142719,0,0,0,0,0,0.0,0.03,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,100,0,3,0,0,19,0,0,0,75,0,0,3,12
Comp673249,0,0,0,0,0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,1,0,0,1,0,0,0,56,0,0,11,0
Comp929123,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,5,0,0,0,55,0,2,15,0
Comp416132,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,73,0,3,9,0
Comp108190,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,16,11
Comp627249,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,8,33,17
Comp700238,0,0,0,0,0,0.0,0.090909091,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,1,0,0,11,0,0,0,84,0,0,2,10
Comp319139,0,0,0,0,0,0.0,0.277777778,0,5,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18,0,5,0,0,18,0,0,0,110,0,0,16,17
Comp265922,0,0,0,0,0,0.0,0.1875,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,0,3,0,2,16,0,0,0,162,0,5,14,22
Comp484831,0,0,0,0,0,0.0,0.333333333,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,4,0,1,12,0,0,0,82,0,2,15,10
Comp325002,0,0,0,0,0,0.0,0.5,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,5,0,21,10,0,0,0,112,0,1,14,42
Comp184308,0,0,0,0,0,0.0,0.5,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,4,0,0,8,0,0,0,150,0,2,17,15
Comp856499,0,0,0,0,0,0.0,0.363636364,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,4,0,1,11,0,0,0,93,0,2,11,10
Comp177558,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,5,0,0,7,0,0,0,244,0,0,31,21
Comp260728,0,0,0,0,0,0.0,0.833333333,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,5,0,0,6,0,0,0,145,0,0,17,16
Comp006588,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,7,0,6,0,0,7,0,0,0,92,0,4,13,0
Comp604433,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,15,0
Comp123376,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,1,27,0
Comp697833,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Comp836670,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0
Comp584501,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,1,7,0,0,0,62,0,2,18,3
Comp145248,0,0,0,0,0,0.0,0.333333333,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,5,0,3,15,0,0,0,189,0,6,26,15
Comp792691,0,0,0,0,0,0.0,0.272727273,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,3,0,0,11,0,0,0,323,0,0,24,71
Comp177744,0,0,0,0,0,0.0,0.044444444,0,4,0,0,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,90,0,85,0,0,9,0,0,0,245,0,0,23,18
Comp721756,0,0,0,0,0,0.0,0.4,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,4,0,0,10,0,0,0,64,0,0,15,4
Comp941347,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,13,0,5,0,1,13,0,0,0,149,0,2,27,17
Comp337014,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,5,0,0,11,0,0,0,186,0,0,32,29
Comp754481,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,0,7,0,0,0,76,0,1,16,10
Comp904563,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,0,8,0,0,0,146,0,1,17,27
Comp421320,0,0,0,0,0,0.0,0.666666667,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,0,0,3,0,0,0,138,0,5,21,16
Comp682813,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,1,7,0,0,0,210,0,1,33,32
Comp606429,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,5,0,0,8,0,0,0,0,0,0,0,0
Comp797582,0,0,0,0,0,0.0,0.054347826,0,5,0,0,102,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,7,2,92,0,91,0,0,5,0,0,0,0,0,0,0,0
Comp381619,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,1,7,0,0,0,62,0,1,8,0
Comp018815,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,70,0,1,6,0
Comp262066,0,0,0,0,0,0.0,0.363636364,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,4,0,0,11,0,0,0,58,0,2,15,0
Comp601891,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,34,0,1,3,8
Comp959736,0,0,0,0,0,0.0,0.615384615,0,8,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,8,0,4,13,0,0,0,163,0,6,28,21
Comp711760,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,0,8,0,0,0,207,0,2,29,13
Comp264501,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,0,9,0,0,0,130,0,0,21,17
Comp502166,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,1,8,0,0,0,159,0,2,32,18
Comp560664,0,0,0,0,0,0.0,0.285714286,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,2,0,1,7,0,0,0,81,0,1,10,10
Comp253272,0,0,0,0,0,0.0,0.75,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,3,0,1,4,0,0,0,220,0,2,11,12
Comp242531,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,131,0,1,29,17
Comp628795,0,0,0,0,0,0.0,0.075471698,0,4,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,53,0,50,0,1,7,0,0,0,63,0,2,11,11
Comp031411,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,1,9,0,0,0,209,0,2,31,14
Comp885815,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,0,7,0,0,0,74,0,0,9,4
Comp966232,0,0,0,0,0,0.0,0.285714286,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,4,0,1,14,0,0,0,80,0,2,19,10
Comp967608,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
Comp131059,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,5,0,1,8,0,0,0,83,0,2,15,5
Comp268497,0,0,0,0,0,0.0,1.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,5,0,0,0,0,0,0,0,0
Comp910879,0,0,0,0,0,0.0,0.3,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,3,0,1,11,0,0,0,805,0,2,9,10
Comp263919,0,0,0,0,0,0.0,0.4,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,4,0,0,10,0,0,0,97,0,2,30,0
Comp291236,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,0,5,0,1,8,0,1,0,162,0,3,25,18
Comp203918,0,0,0,0,0,0.0,0.357142857,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,5,0,1,14,0,0,0,181,0,3,30,33
Comp077942,0,0,0,0,0,0.0,0.666666667,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,4,0,1,6,0,0,0,157,0,1,26,16
Comp545921,0,0,0,0,0,0.0,0.3,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,0,3,0,0,10,0,0,0,156,0,0,10,18
Comp561974,0,0,0,0,0,0.0,0.045454545,0,4,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,88,0,85,0,0,70,0,0,0,146,0,0,25,18
Comp232568,0,0,0,0,0,0.0,0.473684211,0,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,19,0,9,0,5,19,0,0,0,237,0,6,31,26
Comp003448,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,5,0,0,7,0,0,0,154,0,0,16,19
Comp155833,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,5,0,1,13,0,0,0,170,0,3,31,21
Comp248368,0,0,0,0,0,0.0,0.307692308,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,4,0,1,13,0,0,0,71,0,1,9,11
Comp884116,0,0,0,0,0,0.0,0.555555556,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,0,5,0,1,9,0,0,0,150,0,2,29,13
Comp697022,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,5,0,1,7,0,0,0,153,0,2,11,16
Comp622835,0,0,0,0,0,0.0,0.074074074,0,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,54,0,50,0,0,8,0,0,0,137,0,1,17,15
Comp332130,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,1,9,0,0,0,266,0,2,27,15
Comp841207,0,0,0,0,0,0.0,0.333333333,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,0,0,3,0,0,0,19,0,4,16,2
Comp343436,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp841954,0,0,0,0,0,0.0,1.0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,2,0,0,0,64,0,0,11,2
Comp191625,0,0,0,0,0,0.0,0.380952381,0,8,0,1,8,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,21,0,8,0,5,21,0,0,0,238,0,6,27,27
Comp860153,0,0,0,0,0,0.0,0.75,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,3,0,0,4,0,0,0,147,0,2,22,29
Comp223903,0,0,0,0,0,0.0,0.333333333,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,15,0,5,0,0,14,0,0,0,117,0,0,30,15
Comp993654,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,166,0,1,15,20
Comp176350,0,0,0,0,0,0.0,0.666666667,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,8,0,4,12,0,0,0,94,0,6,19,18
Comp124458,0,0,0,0,0,0.0,0.4,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,4,0,0,10,0,0,0,181,0,3,36,27
Comp391667,0,0,0,0,0,0.0,0.363636364,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,4,0,0,11,0,0,0,156,0,3,24,19
Comp845325,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,74
Comp832906,0,0,0,0,0,0.0,0.5,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,5,0,1,10,0,0,0,56,0,2,16,0
Comp826289,0,0,0,0,0,0.0,1.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,5,0,0,0,78,0,2,10,0
Comp731434,0,0,0,0,0,0.0,0.625,0,5,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,8,0,8,0,1,8,0,0,0,111,0,1,16,0
Comp818121,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp757704,0,0,0,0,0,0.0,0.5,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,4,0,0,8,0,0,0,59,0,0,17,0
Comp439681,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Comp536284,0,0,0,0,0,0.0,0.5,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,4,0,0,8,0,0,0,168,0,0,17,41
Comp755182,0,0,0,0,0,0.0,0.032608696,0,3,0,0,97,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,92,0,84,0,0,11,0,0,0,77,0,0,15,12
Comp688421,0,0,0,0,0,0.0,0.285714286,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,2,0,1,7,0,0,0,67,0,2,7,12
Comp460187,0,0,0,0,0,0.0,0.727272727,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,8,0,4,11,0,0,0,132,0,7,32,31
Comp361478,0,0,0,0,0,0.0,0.333333333,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,4,0,1,12,0,0,0,92,0,2,14,10
Comp395148,0,0,0,0,0,0.0,0.043010753,0,4,0,0,92,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,93,0,85,0,1,12,0,0,0,88,0,2,18,13
Comp179632,0,0,0,0,0,0.0,0.060240964,0,5,0,0,79,0,3,0,0,0,0,0,0,74,0,0,0,0,0,0,1,3,2,83,0,79,0,1,9,0,0,0,404,0,2,39,30
Comp470165,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,5,0,0,11,0,0,0,166,0,0,16,13
Comp040368,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,7,0,0,11,0,0,0,169,0,1,22,19
Comp701630,0,0,0,0,0,0.0,0.428571429,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,3,0,0,7,0,0,0,164,0,3,29,17
Comp212554,0,0,0,0,0,0.0,0.5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,3,0,1,6,0,0,0,160,0,2,28,17
Comp282015,0,0,0,0,0,0.0,0.416666667,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,5,0,1,12,0,0,0,118,0,2,13,17
Comp391736,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,5,0,1,13,0,0,0,80,0,3,16,11
Comp906991,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,5,0,1,8,0,0,0,180,0,1,17,18
Comp148977,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,1,7,0,0,0,255,0,2,30,37
